Name	|	Abilities	|	Evolutions	|	Habitats	|	Move List
diglett	|	"['basic ability 1: sand veil', 'basic ability 2: arena trap', 'adv ability 1: sand force', 'adv ability 2: celebrate', 'high ability: dig away']"	|	"['1 - diglett', '2 - dugtrio minimum 25']"	|	"['cave', 'grassland']"	|	"['1 sand attack - ground', '1 scratch - normal', '4 growl - normal', '7 astonish - ghost', '12 mud-slap - ground', '15 magnitude - ground', '18 bulldoze - ground', '23 sucker punch - dark', '26 mud bomb - ground', '29 earth power - ground', '34 dig - ground', '37 slash - normal', '40 earthquake - ground', '45 fissure - ground']"
dugtrio	|	"['basic ability 1: sand veil', 'basic ability 2: arena trap', 'adv ability 1: sand force', 'adv ability 2: polycephaly', 'high ability: dig away']"	|	"['1 - diglett', '2 - dugtrio minimum 25']"	|	"['cave', 'grassland', 'forest']"	|	"['4 growl - normal', '7 astonish - ghost', '12 mud-slap - ground', '15 magnitude - ground', '18 bulldoze - ground', '23 sucker punch - dark', '26 sand tomb - ground', '28 mud bomb - ground', '33 earth power - ground', '40 dig - ground', '45 slash - normal', '50 earthquake - ground', '57 fissure - ground']"
cubone	|	"['basic ability 1: bone wielder', 'adv ability 1: battle armor', 'adv ability 2: lightning rod', 'adv ability 3: rock head', 'high ability: bone lord']"	|	"['1 - cubone', '2 - marowak minimum 25']"	|	"['cave', 'mountain', 'urban']"	|	"['1 growl - normal', '3 tail whip - normal', '7 bone club - ground', '11 headbutt - normal', '13 leer - normal', '17 focus energy - normal', '21 bonemerang - ground', '23 rage - normal', '27 false swipe - normal', '31 thrash - normal', '33 fling - dark', '37 bone rush - ground', '41 endeavor - normal', '43 double-edge - normal', '47 retaliate - normal']"
marowak	|	"['basic ability 1: bone wielder', 'adv ability 1: battle armor', 'adv ability 2: lightning rod', 'adv ability 3: rock head', 'high ability: bone lord']"	|	"['1 - cubone', '2 - marowak minimum 25']"	|	"['cave', 'mountain', 'urban']"	|	"['3 tail whip - normal', '7 bone club - ground', '11 headbutt - normal', '13 leer - normal', '17 focus energy - normal', '21 bonemerang - ground', '23 rage - normal', '27 false swipe - normal', '33 thrash - normal', '37 fling - dark', '43 bone rush - ground', '49 endeavor - normal', '53 double-edge - normal', '59 retaliate - normal']"
gligar	|	"['basic ability 1: hyper cutter', 'basic ability 2: sand veil', 'adv ability 1: immunity', 'adv ability 2: poison touch', 'high ability: ambush']"	|	"['1 - gligar', '2 - gliscorminimum 25']"	|	"['cave', 'desert', 'forest', 'mountain']"	|	"['1 poison', 'sting - poison', '4 sand attack - ground', '7 harden - normal', '10 knock off - dark', '13 quick attack - normal', '16 fury cutter - bug', '19 feint attack - dark', '22 acrobatics - flying', '27 slash - normal', '30 u-turn - bug', '35 screech - normal', '40 x-scissor - bug', '45 sky uppercut - fighting', '50 swords dance - normal', '55 guillotine - normal']"
gliscor	|	"['basic ability 1: hyper cutter', 'basic ability 2: sand veil', 'adv ability 1: poison heal', 'adv ability 2: poison touch', 'high ability: ambush']"	|	"['1 - gligar', '2 - gliscorminimum 25']"	|	"['cave', 'mountain']"	|	"['4 sand attack - ground', '7 harden - normal', '10 knock off - dark', '13 quick attack - normal', '16 fury cutter - bug', '19 feint attack - dark', '22 acrobatics - flying', '27 slash - normal', '30 u-turn - bug', '35 screech - normal', '40 x-scissor - bug', '45 sky uppercut - fighting', '50 swords dance - normal', '55 guillotine - normal']"
phanpy	|	"['basic ability 1: pickup', 'basic ability 2: frisk', 'adv ability 1: sand veil', 'adv ability 2: sand rush', 'high ability: sand force']"	|	"['1 - phanpy', '2 - donphan minimum 25']"	|	"['forest', 'mountain']"	|	"['1 defense curl - normal', '1 growl - normal', '1 odor sleuth - normal', '1 tackle - normal', '6 flail - normal', '10 rollout - rock', '15 natural gift - normal', '19 endure - normal', '24 slam - normal', '28 take down - normal', '33 charm - fairy', '37 last resort - normal', '42 double-edge - normal']"
donphan	|	"['basic ability 1: sturdy', 'basic ability 2: frisk', 'adv ability 1: sand veil', 'adv ability 2: sand rush', 'high ability: sand force']"	|	"['1 - phanpy', '2 - donphan minimum 25']"	|	"['desert', 'mountain']"	|	"['6 rapid spin - normal', '10 rollout - rock', '15 assurance - dark', '19 knock off - dark', '24 slam - normal', '25 fury attack - normal', '30 magnitude - ground', '37 scary face - normal', '43 earthquake - ground', '50 giga impact - normal']"
baltoy	|	"['basic ability 1: levitate', 'adv ability 1: own tempo', 'adv ability 2: sand veil', 'adv ability 3: perception', 'high ability: inner focus']"	|	"['1 - baltoy', '2 - claydol minimum 35']"	|	['cave']	|	"['1 confusion - psychic', '1 harden - normal', '4 rapid spin - normal', '7 mud-slap - ground', '10 heal block - psychic', '13 rock', 'tomb - rock', '16 psybeam - psychic', '19 ancient power - rock', '22 cosmic power - psychic', '25 power trick - psychic', '28 self-destruct - normal', '31 extrasensory - psychic', '34 guard split - psychic', '34 power split - psychic', '37 earth power - ground', '40 sandstorm - rock', '43 imprison - psychic', '46 explosion - normal']"
claydol	|	"['basic ability 1: levitate', 'adv ability 1: own tempo', 'adv ability 2: sand veil', 'adv ability 3: perception', 'high ability: clay cannons']"	|	"['1 - baltoy', '2 - claydol minimum 35']"	|	['cave']	|	"['4 rapid spin - normal', '7 mud-slap - ground', '10 heal block - psychic', '13 rock', 'tomb - rock', '16 psybeam - psychic', '19 ancient power - rock', '22 cosmic power - psychic', '25 power trick - psychic', '28 self-destruct - normal', '31 extrasensory - psychic', '34 guard split - psychic', '34 power split - psychic', '36 hyper beam - normal', '40 earth power - ground', '46 sandstorm - rock', '52 imprison - psychic', '58 explosion - normal']"
hippopotas	|	"['basic ability 1: sand stream', 'basic ability 2: oblivious', 'adv ability 1: sand force', 'adv ability 2: deep sleep', 'high ability: sand rush']"	|	"['1 - hippopotas', '2 - hippowdon minimum 30']"	|	"['cave', 'desert']"	|	"['1 sand attack - ground', '1 tackle - normal', '7 bite - dark', '13 yawn - normal', '19 take down - normal', '25 sand tomb - ground', '31 crunch - dark', '37 earthquake - ground', '44 double-edge - normal', '50 fissure - ground']"
hippowdon	|	"['basic ability 1: sand stream', 'basic ability 2: arena trap', 'adv ability 1: sand force', 'adv ability 2: enduring rage', 'high ability: sand rush']"	|	"['1 - hippopotas', '2 - hippowdon minimum 30']"	|	"['cave', 'desert']"	|	"['7 bite - dark', '13 yawn - normal', '19 dig - ground', '19 take down - normal', '25 sand tomb - ground', '31 crunch - dark', '40 earthquake - ground', '50 double-edge - normal', '60 fissure - ground']"
drilbur	|	"['basic ability 1: sand rush', 'basic ability 2: sand force', 'adv ability 1: mold breaker', 'adv ability 2: sand veil', 'high ability: parry']"	|	"['1 - drilbur', '2 - excadrill minimum 30']"	|	"['cave', 'mountain']"	|	"['1 mud sport - ground', '1 scratch - normal', '5 rapid spin - normal', '8 mud-slap - ground', '12 fury swipes - normal', '15 metal claw - steel', '19 dig - ground', '22 hone claws - dark', '26 slash - normal', '29 rock', 'slide - rock', '33 earthquake - ground', '36 swords dance - normal', '40 sandstorm - rock', '43 drill run - ground', '47 fissure - ground']"
excadrill	|	"['basic ability 1: sand rush', 'basic ability 2: sand force', 'adv ability 1: mold breaker', 'adv ability 2: sand veil', 'high ability: parry']"	|	"['1 - drilbur', '2 - excadrill minimum 30']"	|	"['cave', 'mountain']"	|	"['5 rapid spin - normal', '8 mud-slap - ground', '12 fury swipes - normal', '15 metal claw - steel', '19 dig - ground', '22 hone claws - dark', '26 slash - normal', '29 rock', 'slide - rock', '31 horn drill - normal', '36 earthquake - ground', '42 swords dance - normal', '49 sandstorm - rock', '55 drill run - ground', '62 fissure - ground']"
golett	|	"['basic ability 1: iron fist', 'basic ability 2: klutz', 'adv ability 1: bodyguard', 'adv ability 2: hustle', 'high ability: no guard']"	|	"['1 - golett', '2 - golurk minimum 40']"	|	"['desert', 'mountain']"	|	"['1 astonish - ghost', '1 defense curl - normal', '1 pound - normal', '5 mud-slap - ground', '9 rollout - rock', '13 shadow punch - ghost', '17 iron defense - steel', '21 mega punch - normal', '25 magnitude - ground', '30 dynamic punch - fighting', '35 night shade - ghost', '40 curse - ghost', '45 earthquake - ground', '50 hammer arm - fighting', '55 focus punch - fighting']"
golurk	|	"['basic ability 1: iron fist', 'basic ability 2: klutz', 'adv ability 1: bodyguard', 'adv ability 2: prime fury', 'high ability: no guard']"	|	"['1 - golett', '2 - golurk minimum 40']"	|	"['desert', 'mountain']"	|	"['5 mud-slap - ground', '9 rollout - rock', '13 shadow punch - ghost', '17 iron defense - steel', '21 mega punch - normal', '25 magnitude - ground', '30 dynamic punch - fighting', '35 night shade - ghost', '40 curse - ghost', '43 heavy slam - steel', '50 earthquake - ground', '60 hammer arm - fighting', '70 focus punch - fighting', '75 phantom force - ghost']"
bonsly	|	"['basic ability 1: copy master', 'adv ability 1: sturdy', 'adv ability 2: cute tears', 'adv ability 3: rattled', 'high ability: rock head']"	|	"['1 - bonsly', '2 - sudowoodo minimum 20']"	|	"['forest', 'grassland', 'taiga']"	|	"['1 copycat - normal', '1 fake tears - dark', '5 flail - normal', '8 low kick - fighting', '12 rock', 'throw - rock', '15 slam - normal', '19 feint attack - dark', '22 rock', 'tomb - rock', '26 block - normal', '29 rock', 'slide - rock', '33 mimic - normal', '36 sucker punch - dark', '40 double-edge - normal']"
sudowoodo	|	"['basic ability 1: copy master', 'adv ability 1: sturdy', 'adv ability 2: cute tears', 'adv ability 3: mimitree', 'high ability: rock head']"	|	"['1 - bonsly', '2 - sudowoodo minimum 20']"	|	"['forest', 'taiga']"	|	"['5 flail - normal', '8 low kick - fighting', '12 rock', 'throw - rock', '15 mimic - normal', '15 slam - normal', '19 feint attack - dark', '22 rock', 'tomb - rock', '26 block - normal', '29 rock', 'slide - rock', '33 counter - fighting', '36 sucker punch - dark', '40 double-edge - normal', '43 stone edge - rock', '47 hammer arm - fighting']"
nosepass	|	"['basic ability 1: sturdy', 'basic ability 2: magnet pull', 'adv ability 1: sand force', 'adv ability 2: weak armor', 'high ability: targeting system']"	|	"['1 - nosepass', '2 - probopass minimum 25']"	|	"['beach', 'cave', 'mountain']"	|	"['1 tackle - normal', '4 harden - normal', '7 block - normal', '10 rock', 'throw - rock', '13 thunder wave - electric', '16 rest - psychic', '19 spark - electric', '22 rock', 'slide - rock', '25 power gem - rock', '28 rock', 'blast - rock', '31 discharge - electric', '34 sandstorm - rock', '37 earth power - ground', '40 stone edge - rock', '43 lock-on - normal', '43 zap cannon - electric']"
probopass	|	"['basic ability 1: sturdy', 'basic ability 2: magnet pull', 'adv ability 1: sand force', 'adv ability 2: mini-noses', 'high ability: targeting system']"	|	"['1 - nosepass', '2 - probopass minimum 25']"	|	['mountain']	|	"['4 iron defense - steel', '7 block - normal', '10 rock', 'throw - rock', '13 thunder wave - electric', '16 rest - psychic', '19 spark - electric', '22 rock', 'slide - rock', '25 power gem - rock', '28 rock', 'blast - rock', '31 discharge - electric', '34 sandstorm - rock', '37 earth power - ground', '40 stone edge - rock', '43 lock-on - normal', '43 zap cannon - electric']"
onix	|	"['basic ability 1: sturdy', 'basic ability 2: weak armor', 'adv ability 1: frighten', 'adv ability 2: vanguard', 'high ability: rock head']"	|	"['1 - onix', '2 - steelix minimum 35']"	|	"['cave', 'mountain']"	|	"['1 bind - normal', '1 harden - normal', '1 mud sport - ground', '1 tackle - normal', '4 curse - ghost', '7 rock', 'throw - rock', '10 rock', 'tomb - rock', '13 rage - normal', '16 stealth rock', '- rock', '19 rock', 'polish - rock', '22 smack down - rock', '25 dragon', 'breath - dragon', '28 slam - normal', '31 screech - normal', '34 rock', 'slide - rock', '37 sand tomb - ground', '40 iron tail - steel', '43 dig - ground', '46 stone edge - rock', '49 double-edge - normal', '52 sandstorm - rock']"
steelix	|	"['basic ability 1: sturdy', 'basic ability 2: weak armor', 'adv ability 1: frighten', 'adv ability 2: battle armor', 'high ability: rock head']"	|	"['1 - onix', '2 - steelix minimum 35']"	|	"['cave', 'desert', 'mountain']"	|	"['4 curse - ghost', '7 rock', 'throw - rock', '10 rage - normal', '13 rock', 'tomb - rock', '16 stealth rock', '- rock', '19 autotomize - steel', '22 smack down - rock', '25 dragon', 'breath - dragon', '28 slam - normal', '31 screech - normal', '34 rock', 'slide - rock', '37 crunch - dark', '40 iron tail - steel', '43 dig - ground', '46 stone edge - rock', '49 double-edge - normal', '52 sandstorm - rock']"
binacle	|	"['basic ability 1: tough claws', 'basic ability 2: sniper', 'adv ability 1: cluster mind', 'adv ability 2: pickpocket', 'high ability: vicious']"	|	"['1 - binacle', '2 - barbaracle minimum 35']"	|	"['beach', 'ocean']"	|	"['1 shell smash - normal', '1 scratch - normal', '1 sand attack - ground', '4 water', 'gun - water', '7 withdraw - water', '10 fury swipes - normal', '13 slash - normal', '18 mud-slap - ground', '20 clamp - water', '24 rock', 'polish - rock', '28 ancient power - rock', '32 hone claws - dark', '37 fury cutter - bug', '41 night slash - dark', '45 razor shell - water', '49 cross chop - fighting']"
barbaracle	|	"['basic ability 1: tough claws', 'basic ability 2: sniper', 'adv ability 1: cluster mind', 'adv ability 2: pickpocket', 'high ability: vicious']"	|	"['1 - binacle', '2 - barbaracle minimum 35']"	|	"['beach', 'ocean']"	|	"['1 shell smash - normal', '1 scratch - normal', '1 sand attack - ground', '4 water', 'gun - water', '7 withdraw - water', '10 fury swipes - normal', '13 slash - normal', '18 mud-slap - ground', '20 clamp - water', '24 rock', 'polish - rock', '28 ancient power - rock', '32 hone claws - dark', '37 fury cutter - bug', '44 night slash - dark', '48 razor shell - water', '55 cross chop - fighting', '60 stone edge - rock', '65 skull bash - normal']"
bronzor	|	"['basic ability 1: heatproof', 'basic ability 2: levitate', 'adv ability 1: heavy metal', 'adv ability 2: magic guard', 'high ability: bodyguard']"	|	"['1 - bronzor', '2 - bronzong minimum 30']"	|	"['cave', 'forest', 'mountain']"	|	"['1 confusion - psychic', '1 tackle - normal', '5 hypnosis - psychic', '9 imprison - psychic', '11 confuse ray - ghost', '15 psywave - psychic', '19 iron defense - steel', '21 feint attack - dark', '25 safeguard - normal', '29 future sight - psychic', '31 metal sound - steel', '35 gyro ball - steel', '39 extrasensory - psychic', '41 payback - dark', '45 heal block - psychic', '49 heavy slam - steel']"
bronzong	|	"['basic ability 1: heatproof', 'basic ability 2: levitate', 'adv ability 1: heavy metal', 'adv ability 2: magic guard', 'high ability: sacred bell']"	|	"['1 - bronzor', '2 - bronzong minimum 30']"	|	"['cave', 'mountain']"	|	"['5 hypnosis - psychic', '9 imprison - psychic', '11 confuse ray - ghost', '15 psywave - psychic', '19 iron defense - steel', '21 feint attack - dark', '25 safeguard - normal', '29 future sight - psychic', '31 metal sound - steel', '33 block - normal', '36 gyro ball - steel', '42 extrasensory - psychic', '46 payback - dark', '52 heal block - psychic', '58 heavy slam - steel']"
sunkern	|	"['basic ability 1: sun blanket', 'basic ability 2: solar power', 'adv ability 1: chlorophyll', 'adv ability 2: early bird', 'high ability: drought']"	|	"['1 - sunkern', '2 - sunflora minimum 20']"	|	"['grassland', 'forest']"	|	"['1 absorb - grass', '1 growth - normal', '4 ingrain - grass', '7 grass', 'whistle - grass', '10 mega drain - grass', '13 leech seed - grass', '16 razor leaf - grass', '19 worry seed - grass', '22 giga drain - grass', '25 endeavor - normal', '28 synthesis - grass', '31 natural gift - normal', '34 solar beam - grass', '37 double-edge - normal', '40 sunny day - fire', '43 seed bomb - grass']"
sunflora	|	"['basic ability 1: sun blanket', 'basic ability 2: solar power', 'adv ability 1: chlorophyll', 'adv ability 2: early bird', 'high ability: drought']"	|	"['1 - sunkern', '2 - sunflora minimum 20']"	|	['grassland']	|	"['4 ingrain - grass', '7 grass', 'whistle - grass', '10 mega drain - grass', '13 leech seed - grass', '16 razor leaf - grass', '19 worry seed - grass', '22 giga drain - grass', '25 bullet seed - grass', '28 petal dance - grass', '31 natural gift - normal', '34 solar beam - grass', '37 double-edge - normal', '40 sunny day - fire', '43 leaf storm - grass', '50 petal blizzard - grass']"
tangela	|	"['basic ability 1: grass pelt', 'basic ability 2: life force', 'adv ability 1: chlorophyll', 'adv ability 2: leaf guard', 'high ability: regenerator']"	|	"['1 - tangela', '2 - tangrowth minimum 20']"	|	"['forest', 'grassland', 'mountain', 'rainforest']"	|	"['1 constrict - normal', '1 ingrain - grass', '4 sleep powder - grass', '7 vine whip - grass', '10 absorb - grass', '14 poison', 'powder - poison', '17 bind - normal', '20 growth - normal', '23 mega drain - grass', '27 knock off - dark', '30 stun spore - grass', '33 natural gift - normal', '36 giga drain - grass', '38 ancient power - rock', '41 slam - normal', '44 tickle - normal', '46 wring out - normal', '48 grassy terrain - grass', '50 power whip - grass']"
tangrowth	|	"['basic ability 1: grass pelt', 'basic ability 2: life force', 'adv ability 1: chlorophyll', 'adv ability 2: leaf guard', 'high ability: regenerator']"	|	"['1 - tangela', '2 - tangrowth minimum 20']"	|	"['marsh', 'rainforest']"	|	"['4 sleep powder - grass', '7 vine whip - grass', '10 absorb - grass', '14 poison', 'powder - poison', '17 bind - normal', '20 growth - normal', '23 mega drain - grass', '27 knock off - dark', '30 stun spore - grass', '33 natural gift - normal', '36 giga drain - grass', '40 ancient power - rock', '43 slam - normal', '46 tickle - normal', '49 wring out - normal', '50 grassy terrain - grass', '53 power whip - grass', '56 block - normal']"
cherubi	|	"['basic ability 1: cherry power', 'adv ability 1: chlorophyll', 'adv ability 2: flower power', 'adv ability 3: sun blanket', 'high ability: regenerator']"	|	"['1 - cherubi', '2 - cherrim minimum 25']"	|	"['forest', 'rainforest']"	|	"['1 tackle - normal', '1 morning sun - normal', '7 growth - normal', '10 leech seed - grass', '13 helping hand - normal', '19 magical leaf - grass', '22 sunny day - fire', '28 worry seed - grass', '31 take down - normal', '37 solar beam - grass', '40 lucky chant - normal', '47 petal blizzard - grass']"
cherrim	|	"['basic ability 1: flower gift', 'adv ability 1: chlorophyll', 'adv ability 2: flower power', 'adv ability 3: sun blanket', 'high ability: drought']"	|	"['1 - cherubi', '2 - cherrim minimum 25']"	|	['forest']	|	"['7 growth - normal', '10 leech seed - grass', '13 helping hand - normal', '19 magical leaf - grass', '22 sunny day - fire', '25 petal dance - grass', '30 worry seed - grass', '35 take down - normal', '43 solar beam - grass', '48 lucky chant - normal', '50 petal blizzard - grass']"
cottonee	|	"['basic ability 1: prankster', 'basic ability 2: infiltrator', 'adv ability 1: chlorophyll', 'adv ability 2: windveiled', 'high ability: dodge']"	|	"['1 - cottonee', '2 - whimsicott minimum 20']"	|	['grassland']	|	"['1 absorb - grass', '1 fairy', 'wind - fairy', '4 growth - normal', '8 leech seed - grass', '10 stun spore - grass', '13 mega drain - grass', '17 cotton spore - grass', '19 razor leaf - grass', '22 poison', 'powder - poison', '26 giga drain - grass', '28 charm - fairy', '31 helping hand - normal', '35 energy ball - grass', '37 cotton guard - grass', '40 sunny day - fire', '44 endeavor - normal', '46 solar beam - grass']"
whimsicott	|	"['basic ability 1: prankster', 'basic ability 2: infiltrator', 'adv ability 1: chlorophyll', 'adv ability 2: windveiled', 'high ability: dodge']"	|	"['1 - cottonee', '2 - whimsicott minimum 20']"	|	"['forest', 'grassland']"	|	"['1 absorb - grass', '1 fairy', 'wind - fairy', '4 growth - normal', '8 leech seed - grass', '10 stun spore - grass', '10 gust - flying', '13 mega drain - grass', '17 cotton spore - grass', '19 razor leaf - grass', '22 poison', 'powder - poison', '26 giga drain - grass', '28 charm - fairy', '28 tailwind - flying', '31 helping hand - normal', '35 energy ball - grass', '37 cotton guard - grass', '40 sunny day - fire', '44 endeavor - normal', '46 solar beam - grass', '46 hurricane - flying', '50 moonblast - fairy']"
petilil	|	"['basic ability 1: own tempo', 'basic ability 2: chlorophyll', 'adv ability 1: leaf guard', 'adv ability 2: flower veil', 'high ability: gentle vibe']"	|	"['1 - petilil', '2 - lilligant minimum 20']"	|	"['forest', 'rainforest']"	|	"['1 absorb - grass', '4 growth - normal', '8 leech seed - grass', '10 sleep powder - grass', '13 mega drain - grass', '17 synthesis - grass', '19 magical leaf - grass', '22 stun spore - grass', '26 giga drain - grass', '28 aromatherapy - grass', '31 helping hand - normal', '35 energy ball - grass', '37 entrainment - normal', '40 sunny day - fire', '44 after you - normal', '46 leaf storm - grass']"
lilligant	|	"['basic ability 1: aroma veil', 'basic ability 2: chlorophyll', 'adv ability 1: leaf guard', 'adv ability 2: flower veil', 'high ability: gentle vibe']"	|	"['1 - petilil', '2 - lilligant minimum 20']"	|	"['forest', 'rainforest']"	|	"['1 absorb - grass', '4 growth - normal', '8 leech seed - grass', '10 sleep powder - grass', '10 teeter dance - normal', '13 mega drain - grass', '17 synthesis - grass', '19 magical leaf - grass', '22 stun spore - grass', '26 giga drain - grass', '28 aromatherapy - grass', '28 quiver dance - bug', '31 helping hand - normal', '35 energy ball - grass', '37 entrainment - normal', '40 sunny day - fire', '44 after you - normal', '46 leaf storm - grass', '46 petal dance - grass', '50 petal blizzard - grass']"
foongus	|	"['basic ability 1: effect spore', 'basic ability 2: spinning dance', 'adv ability 1: liquid ooze', 'adv ability 2: root down', 'high ability: regenerator']"	|	"['1 - foongus', '2 - amoonguss minimum 35']"	|	"['cave', 'forest', 'grassland']"	|	"['1 absorb - grass', '6 growth - normal', '8 astonish - ghost', '12 bide - normal', '15 mega drain - grass', '18 ingrain - grass', '20 feint attack - dark', '24 sweet scent - normal', '28 giga drain - grass', '32 toxic - poison', '35 synthesis - grass', '39 clear smog - poison', '43 solar beam - grass', '45 rage powder - bug', '50 spore - grass']"
amoonguss	|	"['basic ability 1: effect spore', 'basic ability 2: spinning dance', 'adv ability 1: liquid ooze', 'adv ability 2: root down', 'high ability: regenerator']"	|	"['1 - foongus', '2 - amoonguss minimum 35']"	|	"['cave', 'forest', 'grassland']"	|	"['6 growth - normal', '8 astonish - ghost', '12 bide - normal', '15 mega drain - grass', '18 ingrain - grass', '20 feint attack - dark', '24 sweet scent - normal', '28 giga drain - grass', '32 toxic - poison', '35 synthesis - grass', '43 clear smog - poison', '49 solar beam - grass', '54 rage powder - bug', '62 spore - grass']"
shroomish	|	"['basic ability 1: effect spore', 'basic ability 2: quick feet', 'adv ability 1: tangled feet', 'adv ability 2: natural cure', 'high ability: poison heal']"	|	"['1 - shroomish', '2 - breloom minimum 20']"	|	"['marsh', 'rainforest']"	|	"['1 absorb - grass', '1 tackle - normal', '5 stun spore - grass', '8 leech seed - grass', '12 mega drain - grass', '15 headbutt - normal', '19 poison', 'powder - poison', '22 worry seed - grass', '26 giga drain - grass', '29 growth - normal', '33 toxic - poison', '36 seed bomb - grass', '40 spore - grass']"
breloom	|	"['basic ability 1: effect spore', 'basic ability 2: quick feet', 'adv ability 1: technician', 'adv ability 2: natural cure', 'high ability: poison heal']"	|	"['1 - shroomish', '2 - breloom minimum 20']"	|	"['forest', 'marsh', 'rainforest']"	|	"['5 stun spore - grass', '8 leech seed - grass', '12 mega drain - grass', '15 headbutt - normal', '19 feint - normal', '22 counter - fighting', '23 mach punch - fighting', '28 force palm - fighting', '33 mind reader - normal', '39 sky uppercut - fighting', '44 seed bomb - grass', '50 dynamic punch - fighting']"
ferroseed	|	"['basic ability 1: iron barbs', 'basic ability 2: spike shot', 'adv ability 1: anticipation', 'adv ability 2: battle armor', 'high ability: analytic']"	|	"['1 - ferroseed', '2 - ferrothorn minimum 35']"	|	"['cave', 'moutnain']"	|	"['1 harden - normal', '1 tackle - normal', '6 rollout - rock', '9 curse - ghost', '14 metal claw - steel', '18 pin missile - bug', '21 gyro ball - steel', '26 iron defense - steel', '30 mirror shot - steel', '35 ingrain - grass', '38 self-destruct - normal', '43 iron head - steel', '47 payback - dark', '52 flash cannon - steel', '55 explosion - normal']"
ferrothorn	|	"['basic ability 1: iron barbs', 'basic ability 2: spike shot', 'adv ability 1: anticipation', 'adv ability 2: battle armor', 'high ability: analytic']"	|	"['1 - ferroseed', '2 - ferrothorn minimum 35']"	|	"['cave', 'moutnain']"	|	"['6 rollout - rock', '9 curse - ghost', '14 metal claw - steel', '18 pin missile - bug', '21 gyro ball - steel', '26 iron defense - steel', '30 mirror shot - steel', '35 ingrain - grass', '38 self-destruct - normal', '40 power whip - grass', '46 iron head - steel', '53 payback - dark', '61 flash cannon - steel', '67 explosion - normal']"
cacnea	|	"['basic ability 1: weird power', 'basic ability 2: desert weather', 'adv ability 1: needles', 'adv ability 2: sun blanket', 'high ability: water absorb']"	|	"['1 - cacnea', '2 - cacturne minimum 30']"	|	['desert']	|	"['1 leer - normal', '1 poison', 'sting - poison', '4 absorb - grass', '7 growth - normal', '10 leech seed - grass', '13 sand attack - ground', '16 needle arm - grass', '19 feint attack - dark', '22 ingrain - grass', '26 payback - dark', '30 spikes - ground', '34 sucker punch - dark', '38 pin missile - bug', '42 energy ball - grass', '46 cotton spore - grass', '50 sandstorm - rock', '54 destiny bond - ghost']"
cacturne	|	"['basic ability 1: weird power', 'basic ability 2: desert weather', 'adv ability 1: needles', 'adv ability 2: sun blanket', 'high ability: water absorb']"	|	"['1 - cacnea', '2 - cacturne minimum 30']"	|	['desert']	|	"['4 absorb - grass', '7 growth - normal', '10 leech seed - grass', '13 sand attack - ground', '16 needle arm - grass', '19 feint attack - dark', '22 ingrain - grass', '26 payback - dark', '30 spikes - ground', '32 spiky shield - grass', '35 sucker punch - dark', '38 pin missile - bug', '44 energy ball - grass', '49 cotton spore - grass', '54 sandstorm - rock', '59 destiny bond - ghost']"
exeggcute	|	"['basic ability 1: filter', 'basic ability 2: cluster mind', 'adv ability 1: chlorophyll', 'adv ability 2: eggscellence', 'high ability: harvest']"	|	"['1 - exeggcute', '2 - exeggutor leaf stone']"	|	"['forest', 'rainforest']"	|	"['1 barrage - normal', '1 hypnosis - psychic', '1 uproar - normal', '7 reflect - psychic', '11 leech seed - grass', '17 bullet seed - grass', '19 stun spore - grass', '21 poison', 'powder - poison', '23 sleep powder - grass', '27 confusion - psychic', '33 worry seed - grass', '37 natural gift - normal', '43 solar beam - grass', '47 extrasensory - psychic', '53 bestow - normal']"
exeggutor	|	"['basic ability 1: filter', 'basic ability 2: cluster mind', 'adv ability 1: chlorophyll', 'adv ability 2: eggscellence', 'high ability: harvest']"	|	"['1 - exeggcute', '2 - exeggutor leaf stone']"	|	"['forest', 'rainforest']"	|	"['1 barrage - normal', '1 hypnosis - psychic', '1 uproar - normal', '7 reflect - psychic', '11 leech seed - grass', '17 bullet seed - grass', '17 psyshock - normal', '19 stun spore - grass', '21 poison', 'powder - poison', '23 sleep powder - grass', '27 egg bomb - normal', '27 confusion - psychic', '33 worry seed - grass', '37 natural gift - normal', '37 wood hammer - grass', '43 solar beam - grass', '47 extrasensory - psychic', '47 leaf storm - grass', '53 bestow - normal']"
snover	|	"['basic ability 1: soundproof', 'basic ability 2: ice body', 'adv ability 1: full guard', 'adv ability 2: snow warning', 'high ability: abominable']"	|	"['1 - snover', '2 - abomasnow minimum 30']"	|	['taiga']	|	"['1 leer - normal', '1 powder snow - ice', '5 razor leaf - grass', '9 icy wind - ice', '13 grass', 'whistle - grass', '17 swagger - normal', '21 mist - ice', '26 ice', 'shard - ice', '31 ingrain - grass', '36 wood hammer - grass', '41 blizzard - ice', '46 sheer cold - ice']"
abomasnow	|	"['basic ability 1: soundproof', 'basic ability 2: ice body', 'adv ability 1: full guard', 'adv ability 2: snow warning', 'high ability: abominable']"	|	"['1 - snover', '2 - abomasnow minimum 30']"	|	['taiga']	|	"['5 razor leaf - grass', '9 icy wind - ice', '13 grass', 'whistle - grass', '17 swagger - normal', '21 mist - ice', '26 ice', 'shard - ice', '31 ingrain - grass', '36 wood hammer - grass', '47 blizzard - ice', '58 sheer cold - ice']"
